"MAJOR1","STUID","SCICAREER","SCIENCE_SELF_EFFICACY","SCIENCE_IDENTITY","ACADEMIC_SELFCONCEPT","HABITS_OF_MIND","MAJORGPA","GOAL19","GOAL11","GOAL04","RESEARCH","HPW17","HPW29","HPW28","HPW09","HPW04","HPW24","HPW06","HPW27","HPW02","major","SCIENCE_SELF_EFFICACY_z","SCIENCE_IDENTITY_z","ACADEMIC_SELFCONCEPT_z","HABITS_OF_MIND_z"
447,"13057341",4,53.18,53.27,45.65,54.69,3,2,2,1,1,8,6,1,1,1,4,1,1,1,"Math & Computer Science",0.162370243888734,0.330984669088783,-0.618993318960911,0.200109381522048
561,"14154853",4,55.65,70.79,36.33,66.43,8,4,4,3,5,7,7,7,7,4,6,4,6,6,"Physical Science",0.358684081876967,1.89393393255832,-1.67738162384301,1.55859582353958
123,"13241005",2,55.65,59.5,52.39,57.56,4,2,3,3,4,7,5,4,5,4,5,5,6,3,"Health Professions",0.358684081876967,0.886759435722071,0.146407665470991,0.532209559425822
113,"11511953",5,56.95,60.27,58.76,39.95,7,2,3,4,2,6,2,4,6,1,7,2,1,2,"Health Professions",0.462007154502354,0.955450699013825,0.869791088442981,-1.50552010360047
558,"14178006",3,52.71,50,38.6,51.86,5,3,4,1,1,6,3,4,3,1,5,3,1,2,"Physical Science",0.125014979170325,0.0392698236809412,-1.4195982062376,-0.127362222473659
447,"12750918",3,39.56,46.39,48,38.92,8,2,2,3,3,6,3,4,6,2,3,2,1,2,"Math & Computer Science",-0.92013764007877,-0.282776228894688,-0.352125023202013,-1.62470588173318
115,"959288",4,70.93,58.68,52.39,55.35,4,1,4,2,1,7,6,6,5,5,8,4,6,5,"Health Professions",1.57312758165843,0.813607700787994,0.146407665470991,0.276480851005146
769,"939997",5,49.68,64.91,52.39,51.36,7,4,3,3,1,4,3,6,5,4,4,3,5,3,"Engineering",-0.115807259333459,1.36938246742128,0.146407665470991,-0.185219396324491
117,"951920",4,53.12,49.06,45.78,56.56,7,2,3,2,2,6,5,6,5,4,3,5,2,3,"Health Professions",0.157601486690639,-0.0445870431947072,-0.604230391961482,0.416495211724159
115,"950585",4,52.4,70.79,47.65,54.17,5,3,3,2,4,7,4,8,7,3,5,4,5,4,"Health Professions",0.100376400313503,1.89393393255832,-0.391871365123551,0.139937920717183
768,"951142",4,70.93,66.29,48.6,52.9,7,4,2,3,2,7,3,2,3,1,4,3,3,2,"Engineering",1.57312758165843,1.49249148474936,-0.283988437050805,-0.00701930086392933
663,"936851",2,31.57,50.67,50.69,52.97,7,2,2,2,1,7,3,6,7,3,4,4,4,3,"Biological & Life Sciences",-1.55517714029172,0.0990401436880526,-0.046645995290765,0.00108070347518713
664,"883141",1,38.31,39.72,62.01,53.67,6,1,3,3,1,8,3,5,4,1,5,5,1,4,"Biological & Life Sciences",-1.01948674837241,-0.877803145980407,1.23886426342869,0.0820807468663518
116,"936649",4,66.02,52.21,54.18,66.43,8,2,4,3,1,8,5,4,3,3,4,8,6,8,"Health Professions",1.18288428428101,0.236422670271562,0.349681814155428,1.55859582353958
114,"954346",5,58.89,70.79,59.41,51.09,7,3,2,3,3,8,6,4,3,3,4,3,6,3,"Health Professions",0.616196970574083,1.89393393255832,0.943605723440122,-0.216462270203939
115,"784526",2,70.93,66.29,59.02,47.76,6,2,3,3,1,8,1,5,4,1,4,4,1,3,"Health Professions",1.57312758165843,1.49249148474936,0.899316942441837,-0.601791048050479
117,"936594",4,55.65,62.93,51.7,45.91,6,2,3,2,4,6,4,5,4,3,4,7,1,3,"Health Professions",0.358684081876967,1.19274779038534,0.0680505913971021,-0.815862591298556
115,"griffin.hoerc",2,55.65,61.1,52.39,48.22,6,2,2,3,1,5,1,7,5,1,7,5,1,2,"Health Professions",0.358684081876967,1.02949452827637,0.146407665470991,-0.548562448107713
115,"935976",2,52.75,59.5,47.41,52.81,7,3,3,2,5,7,5,5,4,6,2,5,1,3,"Health Professions",0.128194150635722,0.886759435722071,-0.419125999584035,-0.0174335921570786
115,"940270",4,68.11,70.79,59.31,50.51,7,2,4,1,2,7,5,4,4,2,1,4,5,3,"Health Professions",1.34899599334797,1.89393393255832,0.932249625748255,-0.283576591870905
115,"831273",5,70.93,70.79,59.02,57.72,8,3,4,3,1,7,5,6,7,3,3,5,3,2,"Health Professions",1.57312758165843,1.89393393255832,0.899316942441837,0.550723855058088
115,"936618",2,51.95,64.33,52.39,53.67,8,1,3,2,1,6,5,6,8,5,4,4,3,2,"Health Professions",0.0646107213277923,1.31764099637035,0.146407665470991,0.0820807468663518
114,"934671",4,53.18,59.5,41.08,37.39,5,3,3,3,1,8,8,3,4,3,3,3,4,1,"Health Professions",0.162370243888734,0.886759435722071,-1.13796698347928,-1.80174883371673
115,"934830",3,49.94,59.5,40.67,56.56,3,2,3,3,1,6,4,6,4,3,4,2,1,3,"Health Professions",-0.0951426448083816,0.886759435722071,-1.18452698401594,0.416495211724159
115,"951419",2,48.75,58.72,61.34,57.9,8,2,4,4,2,8,4,5,3,3,3,4,5,2,"Health Professions",-0.189722995903927,0.817176078101852,1.16277840889317,0.571552437644387
115,"932695",5,70.93,59.5,50.01,55.52,4,3,3,3,4,5,1,4,7,2,4,2,3,4,"Health Professions",1.57312758165843,0.886759435722071,-0.123867459595467,0.296152290114429
115,"856857",3,50.02,54.43,47.65,39.95,7,1,2,3,1,7,3,4,3,4,2,4,5,2,"Health Professions",-0.0887843018775882,0.434467611190647,-0.391871365123551,-1.50552010360047
115,"950384",2,59.45,52.38,42.83,66.43,6,3,3,3,3,8,3,4,3,2,4,4,5,3,"Health Professions",0.660705371089634,0.251588273855456,-0.939235273871588,1.55859582353958
115,"968529",2,52.04,49.97,40.66,62.07,2,2,4,3,1,8,2,8,8,5,5,3,1,2,"Health Professions",0.0717638571249342,0.0365935406955481,-1.18566259378512,1.05408126756032
663,"952252",4,57.61,55.16,64.45,41.03,8,4,4,4,2,7,4,6,2,2,4,3,6,2,"Biological & Life Sciences",0.514463483681395,0.499590497168544,1.51595304711027,-1.38054860808267
454,"876595",4,52.84,58.68,49.95,51.69,4,2,3,4,1,5,4,5,3,2,4,3,1,5,"Math & Computer Science",0.135347286432864,0.813607700787994,-0.130681118210587,-0.147033661582942
115,"861166",2,55.65,59.5,49.95,39.95,8,3,3,3,6,8,2,6,6,4,4,4,7,2,"Health Professions",0.358684081876967,0.886759435722071,-0.130681118210587,-1.50552010360047
115,"954188",5,70.93,70.79,52.39,53.96,3,4,4,3,4,7,3,5,7,5,5,6,6,1,"Health Professions",1.57312758165843,1.89393393255832,0.146407665470991,0.115637907699834
115,"800398",2,41.53,52.52,38.97,46.04,6,2,4,1,1,5,3,3,4,2,3,3,6,2,"Health Professions",-0.763563445407993,0.264077594453957,-1.37758064477769,-0.800819726097339
768,"935792",5,49.78,56.88,48.17,37.28,3,2,3,1,2,5,4,5,4,1,6,3,1,3,"Engineering",-0.107859330669967,0.653030721664411,-0.332819657125838,-1.81447741196391
771,"936337",3,70.93,70.79,43.85,54.17,7,2,3,3,3,8,3,3,4,3,4,5,5,1,"Engineering",1.57312758165843,1.89393393255832,-0.823403077414534,0.139937920717183
664,"954426",3,54.83,60.27,56.27,59.1,7,2,2,3,1,7,5,7,5,4,4,3,5,2,"Biological & Life Sciences",0.293511066836339,0.955450699013825,0.587024255915468,0.710409654886383
115,"936657",5,70.93,70.79,64.29,60.82,8,3,3,3,6,7,3,4,4,3,2,5,5,2,"Health Professions",1.57312758165843,1.89393393255832,1.49778329080328,0.909438332933244
115,"936151",2,57.76,61.67,51.7,53,4,2,4,3,3,6,5,5,6,8,5,8,5,4,"Health Professions",0.526385376676632,1.08034390499883,0.0680505913971021,0.00455213390623716
663,"936103",4,46.83,50.78,50.09,51.88,7,2,3,1,2,7,5,5,4,1,4,5,3,2,"Biological & Life Sciences",-0.342323226242959,0.10885318130116,-0.114782581441972,-0.125047935519625
771,"935377",5,51.95,66.29,64.45,50.1,8,2,2,3,3,8,5,4,3,3,4,1,5,3,"Engineering",0.0646107213277923,1.49249148474936,1.51595304711027,-0.331019474428586
115,"885102",5,54.83,59.65,62.49,56.73,8,4,3,2,4,8,4,5,1,4,3,5,4,3,"Health Professions",0.293511066836339,0.900140850649036,1.29337353234966,0.436166650833442
115,"969366",4,70.93,70.79,64.29,60.82,7,3,4,3,3,5,4,5,5,2,3,6,1,4,"Health Professions",1.57312758165843,1.89393393255832,1.49778329080328,0.909438332933244
115,"818430",4,53.8,59.5,38.6,58.15,5,3,3,2,1,8,6,6,4,2,4,7,5,3,"Health Professions",0.21164740160238,0.886759435722071,-1.4195982062376,0.600481024569803
115,"937953",1,54.83,50.67,50.01,53.07,5,1,4,3,1,8,4,7,8,3,4,5,3,4,"Health Professions",0.293511066836339,0.0990401436880526,-0.123867459595467,0.0126521382453536
115,"20084",5,59.45,56.13,61.34,53.34,8,2,3,2,1,6,2,5,4,1,2,7,1,2,"Health Professions",0.660705371089634,0.586123647029586,1.16277840889317,0.0438950121248031
453,"83219",5,45.57,60.27,54.18,66.43,2,3,3,2,1,8,4,4,2,2,2,4,1,2,"Math & Computer Science",-0.442467127402948,0.955450699013825,0.349681814155428,1.55859582353958
454,"61288",2,40.46,48.6,50.69,30.71,6,1,2,2,1,3,1,4,4,1,5,3,1,1,"Math & Computer Science",-0.848606282107349,-0.0856233823040672,-0.046645995290765,-2.57472067636384
663,"54899",3,54.08,33.36,68.3,62.07,8,1,3,3,1,8,3,4,2,1,2,3,1,2,"Biological & Life Sciences",0.233901601860155,-1.44517513888373,1.95316280824719,1.05408126756032
663,"60587",2,45.65,49.83,45.97,47.03,7,1,3,2,1,4,3,5,6,3,6,4,1,1,"Biological & Life Sciences",-0.436108784472155,0.0241042200970472,-0.582653806346933,-0.686262521872692
448,"66236",4,50.51,46.68,51.9,56.43,4,1,3,3,2,7,5,4,2,2,3,4,1,2,"Math & Computer Science",-0.0498394514264816,-0.256905493369222,0.0907627867808376,0.401452346522942
115,"74529",4,55.65,58.91,52.39,51.88,7,1,3,3,3,4,3,7,6,2,4,5,1,2,"Health Professions",0.358684081876967,0.834125870342674,0.146407665470991,-0.125047935519625
442,"90034",2,55.65,44.1,61.34,46.61,6,1,3,2,3,7,4,6,5,5,2,5,1,1,"Math & Computer Science",0.358684081876967,-0.487065830113023,1.16277840889317,-0.734862547907391
446,"18056",3,55.65,59.5,58.3,66.43,8,1,3,1,1,4,2,5,4,2,1,5,8,1,"Math & Computer Science",0.358684081876967,0.886759435722071,0.817553039060388,1.55859582353958
442,"86836",5,70.93,60.27,68.3,66.43,6,2,3,3,2,8,7,4,3,5,1,1,1,1,"Math & Computer Science",1.57312758165843,0.955450699013825,1.95316280824719,1.55859582353958
442,"17620",2,49.21,45.41,48.12,57.49,3,1,4,3,4,2,2,5,3,3,5,4,1,1,"Math & Computer Science",-0.153162524051867,-0.370201473084194,-0.338497705971772,0.524109555086705
442,"79985",4,70.93,66.29,65.28,66.43,8,3,3,4,5,5,3,7,3,3,3,2,5,2,"Math & Computer Science",1.57312758165843,1.49249148474936,1.61020865795277,1.55859582353958
771,"78533",2,50.8,49.06,61.94,57.49,7,1,4,3,4,8,3,4,5,2,5,5,1,2,"Engineering",-0.0267904583023572,-0.0445870431947072,1.23091499504438,0.524109555086705
442,"19068",5,55.65,59.5,68.3,66.43,8,3,3,4,2,4,3,5,4,3,3,5,1,3,"Math & Computer Science",0.358684081876967,0.886759435722071,1.95316280824719,1.55859582353958
115,"41377",4,54.83,56.82,47.65,62.07,5,2,2,3,1,5,4,5,4,5,4,8,3,1,"Health Professions",0.293511066836339,0.647678155693626,-0.391871365123551,1.05408126756032
663,"75690",3,47.66,53.25,48.62,53.38,4,1,4,3,1,4,3,4,4,3,5,4,1,4,"Biological & Life Sciences",-0.276355418335982,0.329200480431854,-0.281717217512432,0.0485235860328695
453,"30091",2,56.49,61.67,64.29,58.95,5,2,2,2,6,4,3,4,4,1,5,4,1,1,"Math & Computer Science",0.425446682650294,1.08034390499883,1.49778329080328,0.693052502731134
442,"63017",4,70.93,70.79,68.3,66.43,6,3,3,3,3,6,3,8,6,4,4,5,8,1,"Math & Computer Science",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
453,"67860",1,50.68,36.53,68.3,49.75,7,1,2,3,1,6,4,5,4,4,5,5,1,1,"Math & Computer Science",-0.0363279726985464,-1.16238123676053,1.95316280824719,-0.371519496124168
663,"90886",3,55.65,53.25,59.31,58.08,8,2,4,2,1,5,2,5,4,4,4,5,1,2,"Biological & Life Sciences",0.358684081876967,0.329200480431854,0.932249625748255,0.592381020230686
663,"54820",4,50.1,48.92,52.39,50.31,3,1,3,3,1,5,2,4,4,4,5,2,1,1,"Biological & Life Sciences",-0.0824259589467954,-0.0570763637932081,0.146407665470991,-0.306719461411237
771,"18842",2,51.75,61.67,48.83,49.85,4,2,3,2,5,8,6,4,3,1,5,3,1,1,"Engineering",0.0487148640008097,1.08034390499883,-0.257869412359509,-0.359948061354002
446,"97603",3,55.65,56.82,52.39,57,6,3,3,4,1,5,3,5,4,1,5,5,1,1,"Math & Computer Science",0.358684081876967,0.647678155693626,0.146407665470991,0.46740952471289
454,"26134",4,56.49,55.83,64.29,60.74,8,2,3,3,1,5,3,7,6,1,5,6,1,3,"Math & Computer Science",0.425446682650294,0.559360817175655,1.49778329080328,0.900181185117111
442,"12833",2,55.65,53.25,59.31,62.75,7,2,3,3,4,6,3,7,5,5,5,4,1,2,"Math & Computer Science",0.358684081876967,0.329200480431854,0.932249625748255,1.13276702399745
442,"28044",2,60.98,70.79,61.34,59.19,7,2,2,4,3,7,4,4,3,3,4,5,1,1,"Math & Computer Science",0.78230867964105,1.89393393255832,1.16277840889317,0.720823946179532
453,"96864",4,56.49,53.25,51.7,52.32,6,2,3,2,4,7,4,4,4,1,1,5,1,1,"Math & Computer Science",0.425446682650294,0.329200480431854,0.0680505913971021,-0.0741336225308938
442,"88435",1,49.93,46.68,68.3,55.28,7,1,2,2,4,7,4,6,2,5,1,8,1,5,"Math & Computer Science",-0.0959374376747306,-0.256905493369222,1.95316280824719,0.26838084666603
453,"26141",4,54.66,49.26,61.34,55.35,7,1,3,4,1,6,3,5,4,5,3,3,1,1,"Math & Computer Science",0.279999588108404,-0.0267451566254206,1.16277840889317,0.276480851005146
665,"14644",1,65.07,36.53,61.03,47.92,6,1,1,2,1,5,2,5,1,1,6,3,1,1,"Biological & Life Sciences",1.10737896197784,-1.16238123676053,1.12757450604838,-0.583276752418212
115,"56155",4,70.93,66.29,51.7,58.95,7,3,3,3,1,8,3,4,4,4,3,4,1,2,"Health Professions",1.57312758165843,1.49249148474936,0.0680505913971021,0.693052502731134
453,"79294",3,59.93,47.75,51.9,55.59,4,2,4,3,4,7,4,4,4,3,3,4,1,1,"Math & Computer Science",0.698855428674392,-0.161451400223537,0.0907627867808376,0.304252294453545
453,"1714878",5,54.83,59.5,38.6,62.07,4,2,3,3,4,8,5,7,4,4,3,4,1,5,"Math & Computer Science",0.293511066836339,0.886759435722071,-1.4195982062376,1.05408126756032
449,"1513191",5,57.76,70.79,54.18,50.31,8,3,3,3,4,7,1,8,6,4,2,4,3,6,"Math & Computer Science",0.526385376676632,1.89393393255832,0.349681814155428,-0.306719461411237
115,"1716038",5,57.18,67.38,59.02,51.36,8,4,4,3,1,5,4,7,4,6,4,7,1,6,"Health Professions",0.480287390428383,1.58972976655198,0.899316942441837,-0.185219396324491
115,"1711368",4,58.21,66.29,50.01,57.83,7,3,3,2,4,7,3,6,6,7,5,3,4,6,"Health Professions",0.562151055662343,1.49249148474936,-0.123867459595467,0.56345243330527
115,"1715220",4,55.65,59.5,52.39,66.43,4,3,3,3,1,6,6,6,6,5,5,5,5,4,"Health Professions",0.358684081876967,0.886759435722071,0.146407665470991,1.55859582353958
115,"1714819",4,70.93,70.79,54.18,62.5,6,2,4,3,4,6,5,6,6,5,3,5,1,2,"Health Professions",1.57312758165843,1.89393393255832,0.349681814155428,1.10383843707204
664,"1716525",4,45.57,48.42,42.83,52.52,5,1,2,2,1,7,2,7,4,1,3,7,1,1,"Biological & Life Sciences",-0.442467127402948,-0.101681080216425,-0.939235273871588,-0.0509907529905608
664,"1715596",3,56.78,59.5,54.27,52.07,7,2,3,3,1,4,3,4,3,3,4,2,5,2,"Biological & Life Sciences",0.448495675774418,0.886759435722071,0.359902302078108,-0.10306220945631
115,"1714856",4,62.68,70.79,64.29,55.4,8,3,4,3,6,7,4,7,6,5,5,5,4,5,"Health Professions",0.9174234669204,1.89393393255832,1.49778329080328,0.282266568390229
115,"1714037",2,70.93,59.5,40.67,66.43,6,3,3,3,1,8,8,8,4,2,4,4,1,3,"Health Professions",1.57312758165843,0.886759435722071,-1.18452698401594,1.55859582353958
114,"1711053",4,70.93,70.79,59.02,49.49,7,4,4,3,5,7,4,5,5,4,5,3,6,3,"Health Professions",1.57312758165843,1.89393393255832,0.899316942441837,-0.401605226526601
114,"1725941",3,52.84,56.19,51.9,45.9,8,2,4,3,4,7,4,5,4,7,2,4,6,4,"Health Professions",0.135347286432864,0.591476213000372,0.0907627867808376,-0.817019734775572
561,"1711160",4,64.98,56.82,61.05,66.43,8,2,4,3,1,5,3,5,5,4,5,4,1,1,"Physical Science",1.1002258261807,0.647678155693626,1.12984572558676,1.55859582353958
561,"1713249",4,50.34,56.13,61.94,54.22,8,2,3,3,1,8,5,5,7,5,4,4,7,3,"Physical Science",-0.0633509301544163,0.586123647029586,1.23091499504438,0.145723638102266
449,"13654486",3,52.02,53.25,45.39,62.22,4,2,4,2,1,5,3,4,7,4,7,2,5,4,"Math & Computer Science",0.0701742713922362,0.329200480431854,-0.648519172959767,1.07143841971557
665,"A13760020",4,44.62,52.52,42.11,37.29,7,2,4,3,2,4,1,5,1,1,1,4,7,5,"Biological & Life Sciences",-0.517972449706115,0.264077594453957,-1.02099917725304,-1.81332026848689
117,"A13318735",3,55.13,56.82,46.21,50.92,7,2,3,3,1,5,2,6,5,4,4,2,4,4,"Health Professions",0.317354852826813,0.647678155693626,-0.55539917188645,-0.236133709313222
663,"A13306385",2,54.9,64.91,44.6,51.86,7,3,3,3,1,5,3,3,4,1,6,6,1,2,"Biological & Life Sciences",0.299074616900783,1.36938246742128,-0.738232344725524,-0.127362222473659
115,"A13336610",5,55.65,58,49.95,48.51,5,2,3,3,1,5,2,6,4,5,3,3,1,1,"Health Professions",0.358684081876967,0.752945286452419,-0.130681118210587,-0.515005287274231
664,"A13300899",4,55.65,51.78,52.39,66.43,6,3,3,3,4,3,3,6,5,5,6,4,1,3,"Biological & Life Sciences",0.358684081876967,0.198062614147595,0.146407665470991,1.55859582353958
768,"13461488",3,70.93,70.79,52.39,39.95,5,3,3,3,2,6,4,4,4,3,4,5,7,2,"Engineering",1.57312758165843,1.89393393255832,0.146407665470991,-1.50552010360047
771,"A13385425",2,70.93,66.29,46.73,39.3,5,2,3,3,1,4,1,4,5,3,6,3,4,4,"Engineering",1.57312758165843,1.49249148474936,-0.496347463888737,-1.58073442960655
772,"A13286521",5,50.52,70.79,52.39,51.13,5,3,2,4,1,5,2,6,6,7,4,4,6,2,"Engineering",-0.0490446585601321,1.89393393255832,0.146407665470991,-0.211833696295873
771,"A13588030",4,54.08,59.5,65.28,66.43,8,3,3,4,4,6,3,5,5,3,6,2,6,2,"Engineering",0.233901601860155,0.886759435722071,1.61020865795277,1.55859582353958
121,"A13432979",5,70.93,70.79,59.31,53.16,7,4,1,3,3,5,2,4,7,5,3,4,5,2,"Health Professions",1.57312758165843,1.89393393255832,0.932249625748255,0.0230664295385029
664,"A13501619",2,55.65,59.5,54.27,49.12,5,1,2,2,1,8,3,8,5,1,3,1,1,2,"Biological & Life Sciences",0.358684081876967,0.886759435722071,0.359902302078108,-0.444419535176217
115,"A13387102",2,54.83,56.13,50.09,44.46,8,2,3,3,1,7,3,5,5,3,5,3,1,3,"Health Professions",0.293511066836339,0.586123647029586,-0.114782581441972,-0.983648395465967
121,"A13340952",4,67.38,56.82,49.33,57.9,8,4,4,3,1,8,5,6,5,8,3,4,1,4,"Health Professions",1.29097611410449,0.647678155693626,-0.201088923900169,0.571552437644387
663,"A13558299",4,55.65,56.82,52.39,57.72,7,3,3,3,2,6,3,5,5,3,5,4,4,4,"Biological & Life Sciences",0.358684081876967,0.647678155693626,0.146407665470991,0.550723855058088
117,"A13693252",2,52.04,57.91,58.3,49.83,8,3,4,2,3,5,2,4,6,3,4,4,3,4,"Health Professions",0.0717638571249342,0.744916437496239,0.817553039060388,-0.362262348308036
116,"A13373023",1,43.77,42.2,38.97,60.74,8,1,4,2,1,4,2,4,1,3,3,3,1,2,"Health Professions",-0.58552984334579,-0.656563752521249,-1.37758064477769,0.900181185117111
449,"A13618021",5,56.22,58.72,59.02,48.28,6,3,1,4,1,7,2,3,7,3,7,2,1,1,"Math & Computer Science",0.403987275258867,0.817176078101852,0.899316942441837,-0.541619587245613
115,"A13609090",4,54.83,59.5,48.18,66.43,6,3,3,3,3,6,3,5,5,4,5,2,1,3,"Health Professions",0.293511066836339,0.886759435722071,-0.331684047356651,1.55859582353958
664,"A13770160",5,55.65,59.5,64.45,52.32,8,4,2,2,6,7,3,5,4,1,4,1,3,1,"Biological & Life Sciences",0.358684081876967,0.886759435722071,1.51595304711027,-0.0741336225308938
117,"A13391184",2,68.11,61.67,45.67,60.82,4,3,3,2,2,6,5,6,6,3,5,3,1,3,"Health Professions",1.34899599334797,1.08034390499883,-0.616722099422537,0.909438332933244
663,"A13748905",3,36.42,45.41,38.78,37.45,5,1,3,3,5,4,4,3,5,3,5,4,1,4,"Biological & Life Sciences",-1.16970260011239,-0.370201473084194,-1.39915723039224,-1.79480597285463
115,"A13676521",5,70.93,66.29,52.39,66.43,7,3,4,3,1,7,3,2,3,3,2,2,1,4,"Health Professions",1.57312758165843,1.49249148474936,0.146407665470991,1.55859582353958
115,"A13720604",5,70.93,70.79,64.45,39.95,8,4,4,4,1,8,3,6,6,2,4,3,1,1,"Health Professions",1.57312758165843,1.89393393255832,1.51595304711027,-1.50552010360047
115,"A13327822",2,54.16,56.88,59.41,51.09,7,2,3,4,2,7,3,6,5,3,5,5,1,4,"Health Professions",0.240259944790948,0.653030721664411,0.943605723440122,-0.216462270203939
447,"A13736893",4,67.18,43.22,68.3,50.49,8,2,4,4,1,5,2,4,8,4,8,3,1,2,"Math & Computer Science",1.27508025677751,-0.565570131017886,1.95316280824719,-0.285890878824937
115,"A13538175",2,62.06,59.5,38.18,55.4,4,3,4,3,1,5,4,8,6,5,3,4,1,3,"Health Professions",0.868146309206755,0.886759435722071,-1.46729381654345,0.282266568390229
664,"A13229373",1,52.75,47.8,50.09,60.74,6,1,4,4,1,8,3,4,3,4,2,2,1,2,"Biological & Life Sciences",0.128194150635722,-0.156990928581215,-0.114782581441972,0.900181185117111
664,"A13679368",2,50.16,33.36,64.45,52.23,6,1,4,3,1,5,2,8,6,3,2,5,6,4,"Biological & Life Sciences",-0.077657201748701,-1.44517513888373,1.51595304711027,-0.0845479138240439
664,"A13416729",2,43.97,43.55,50.09,57.49,7,2,4,3,1,5,4,8,7,4,3,4,2,2,"Biological & Life Sciences",-0.569633986018808,-0.536131018178563,-0.114782581441972,0.524109555086705
115,"A13445316",5,53.68,57.91,51.7,60.82,5,3,4,3,1,8,3,5,4,5,4,5,1,3,"Health Professions",0.20210988720619,0.744916437496239,0.0680505913971021,0.909438332933244
115,"A13582661",5,36.59,59.5,53.45,38.44,8,3,3,2,6,6,2,5,6,1,2,1,1,1,"Health Professions",-1.15619112138446,0.886759435722071,0.266782301004792,-1.68024876862998
115,"A13721228",4,52.75,53.14,46.21,66.43,5,2,4,2,3,7,1,6,5,4,1,3,4,3,"Health Professions",0.128194150635722,0.319387442818746,-0.55539917188645,1.55859582353958
115,"A13509484",2,51.73,49.83,49.33,53.17,8,1,3,3,3,8,1,5,6,4,2,5,1,2,"Health Professions",0.0471252782681112,0.0241042200970472,-0.201088923900169,0.0242235730155201
768,"A13328537",5,70.93,70.79,54.18,51.1,6,4,2,3,5,5,3,3,5,3,2,6,6,3,"Engineering",1.57312758165843,1.89393393255832,0.349681814155428,-0.215305126726923
115,"A13394681",3,55.65,70.79,49.95,66.43,7,4,4,3,3,5,5,4,6,5,5,6,3,3,"Health Professions",0.358684081876967,1.89393393255832,-0.130681118210587,1.55859582353958
663,"A13626666",3,52.84,60.27,33.74,47.46,6,3,2,2,1,7,6,5,3,1,5,4,1,3,"Biological & Life Sciences",0.135347286432864,0.955450699013825,-1.97150455406239,-0.636505352360977
115,"A13446785",5,48.63,60.27,49.33,60.82,7,4,4,4,6,5,2,4,4,4,3,4,1,3,"Health Professions",-0.199260510300116,0.955450699013825,-0.201088923900169,0.909438332933244
115,"A13418562",3,50.97,56.77,52.39,45.91,6,2,3,3,1,7,2,6,5,2,4,4,1,2,"Health Professions",-0.013278979574422,0.643217684051304,0.146407665470991,-0.815862591298556
121,"A13571143",5,70.93,64.91,49.33,44.52,5,3,4,2,1,6,4,5,3,3,4,3,1,4,"Health Professions",1.57312758165843,1.36938246742128,-0.201088923900169,-0.976705534603868
115,"A13476555",3,52.75,61.84,46.21,49.44,4,3,4,2,2,6,2,4,6,6,4,4,6,5,"Health Professions",0.128194150635722,1.09550950858273,-0.55539917188645,-0.407390943911684
115,"A13428182",3,70.93,64.63,49.95,60.82,5,4,4,4,5,7,4,8,5,5,5,3,1,3,"Health Professions",1.57312758165843,1.34440382622428,-0.130681118210587,0.909438332933244
768,"A13448735",4,53.77,70.79,51.11,52.01,6,3,4,4,4,7,3,4,2,3,8,4,1,2,"Engineering",0.209263023003333,1.89393393255832,0.00104961501508065,-0.11000507031841
115,"A13583155",5,64.98,66.29,61.34,51.97,8,2,4,2,6,8,3,2,4,3,4,1,1,2,"Health Professions",1.1002258261807,1.49249148474936,1.16277840889317,-0.114633644226476
768,"A13624274",4,50.34,58,46.68,43.21,4,3,4,1,5,6,1,4,7,1,6,4,4,1,"Engineering",-0.0633509301544163,0.752945286452419,-0.502025512734671,-1.12829133009305
663,"A13780638",3,70.93,44.1,42.11,39.95,5,2,2,1,1,5,2,5,3,2,5,4,4,3,"Biological & Life Sciences",1.57312758165843,-0.487065830113023,-1.02099917725304,-1.50552010360047
115,"A13422215",3,51.95,54.43,47.65,50.1,7,2,4,3,1,7,5,5,5,4,4,3,1,3,"Health Professions",0.0646107213277923,0.434467611190647,-0.391871365123551,-0.331019474428586
115,"13780755",1,63.61,61.1,47.65,60.38,8,1,4,1,1,8,4,4,6,1,4,2,5,1,"Health Professions",0.991339203490869,1.02949452827637,-0.391871365123551,0.858524019944512
449,"A13378899",3,55.65,59.5,52.39,39.95,7,1,3,3,1,5,1,4,5,1,4,2,1,4,"Math & Computer Science",0.358684081876967,0.886759435722071,0.146407665470991,-1.50552010360047
123,"A13583467",4,66.02,64.91,52.78,55.26,7,3,3,2,3,7,5,6,5,2,6,5,8,3,"Health Professions",1.18288428428101,1.36938246742128,0.190696446469276,0.266066559711996
772,"A13423983",4,55.65,55.16,37.62,53.1,5,2,3,2,1,5,2,6,4,3,3,4,1,2,"Engineering",0.358684081876967,0.499590497168544,-1.53088796361791,0.0161235686764037
117,"A13542127",3,52.88,55.07,48.18,62.07,3,2,4,3,1,5,1,6,6,5,5,1,6,4,"Health Professions",0.138526457898261,0.491561648212365,-0.331684047356651,1.05408126756032
115,"A13323467",2,70.93,70.79,59.31,62.07,5,2,4,4,4,8,2,6,4,4,2,2,1,2,"Health Professions",1.57312758165843,1.89393393255832,0.932249625748255,1.05408126756032
115,"A13583532",5,44.62,52.52,52.39,39.95,6,3,3,3,1,6,1,4,3,3,4,1,1,1,"Health Professions",-0.517972449706115,0.264077594453957,0.146407665470991,-1.50552010360047
